./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_00_37_43~2.png, Predicted: Negative, Confidence: 99.34%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_00_38_03~1.png, Predicted: Negative, Confidence: 99.91%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_00_38_23~2.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_00_58~2.png, Predicted: Negative, Confidence: 98.52%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_02_53~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_02_53~2.png, Predicted: Negative, Confidence: 94.87%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_03_48~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_04_18~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_05_03~1.png, Predicted: Negative, Confidence: 90.50%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_05_33~1.png, Predicted: Negative, Confidence: 99.92%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_07_28~2.png, Predicted: Negative, Confidence: 99.98%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_12_33~1.png, Predicted: Negative, Confidence: 99.97%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_13_13~1.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_14_03~2.png, Predicted: Negative, Confidence: 99.70%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_14_18~1.png, Predicted: Negative, Confidence: 98.32%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_15_33~1.png, Predicted: Negative, Confidence: 99.79%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_16_53~1.png, Predicted: Negative, Confidence: 99.77%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_18_08~1.png, Predicted: Negative, Confidence: 99.97%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_18_53~2.png, Predicted: Negative, Confidence: 99.64%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_20_38~2.png, Predicted: Negative, Confidence: 99.98%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_20_53~2.png, Predicted: Negative, Confidence: 99.97%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_21_13~1.png, Predicted: Negative, Confidence: 99.90%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_21_58~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_24_28~2.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_25_13~1.png, Predicted: Negative, Confidence: 99.98%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_25_13~2.png, Predicted: Negative, Confidence: 99.82%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_25_18~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_25_48~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_25_58~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_26_18~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_26_18~2.png, Predicted: Negative, Confidence: 98.90%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_27_43~2.png, Predicted: Negative, Confidence: 99.91%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_28_03~1.png, Predicted: Negative, Confidence: 99.94%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_28_58~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_30_18~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_31_03~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_31_28~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_31_53~1.png, Predicted: Negative, Confidence: 99.54%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_32_43~2.png, Predicted: Negative, Confidence: 98.54%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_32_53~1.png, Predicted: Negative, Confidence: 99.87%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_32_58~1.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_33_13~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_33_18~2.png, Predicted: Negative, Confidence: 99.98%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_33_28~1.png, Predicted: Negative, Confidence: 99.84%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_33_38~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_33_53~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_34_03~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_34_18~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_34_38~2.png, Predicted: Negative, Confidence: 99.98%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_35_03~2.png, Predicted: Negative, Confidence: 99.95%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_35_28~1.png, Predicted: Negative, Confidence: 99.98%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_35_48~1.png, Predicted: Negative, Confidence: 99.97%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_36_28~1.png, Predicted: Negative, Confidence: 99.96%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_36_48~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_37_23~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_37_58~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_38_28~2.png, Predicted: Negative, Confidence: 57.58%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_38_33~1.png, Predicted: Negative, Confidence: 99.92%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_38_53~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_39_23~1.png, Predicted: Negative, Confidence: 99.98%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_39_58~1.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_40_23~2.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_40_43~1.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_41_03~1.png, Predicted: Negative, Confidence: 99.98%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_41_18~1.png, Predicted: Negative, Confidence: 99.88%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_41_43~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_42_03~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_42_18~2.png, Predicted: Negative, Confidence: 99.95%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_42_43~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_43_08~1.png, Predicted: Negative, Confidence: 99.81%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_43_33~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_43_48~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_44_18~2.png, Predicted: Negative, Confidence: 97.89%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_44_43~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_45_23~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_45_53~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_46_13~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_46_53~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_47_18~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_49_33~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_50_03~1.png, Predicted: Negative, Confidence: 93.52%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_50_18~1.png, Predicted: Negative, Confidence: 98.82%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_50_53~1.png, Predicted: Negative, Confidence: 99.80%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_51_13~2.png, Predicted: Negative, Confidence: 99.96%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_51_43~1.png, Predicted: Negative, Confidence: 99.97%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_52_33~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_54_03~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_21_54_33~1.png, Predicted: Negative, Confidence: 100.00%
